LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
VVK5NP6N2N,59,126748,130703,417,233,4,15.18,36,0.58,High School,Full-time,Single,No,Yes,Home Improvement,No,0
AWEFZH622A,62,15287,61549,676,27,4,9.58,60,0.64,High School,Self-employed,Widowed,Yes,Yes,Other,No,1
C8W44SMVW1,79,18512,170575,839,10,4,12.48,36,0.43,Master's,Unemployed,Single,No,Yes,Business,Yes,0
HVUFWWS9CE,74,142414,78794,383,205,9,9.87,36,0.83,Bachelor's,Part-time,Single,Yes,No,Education,No,0
0868HV76LZ,70,118872,50113,753,166,7,18.95,36,0.57,PhD,Part-time,Married,No,No,Other,No,1
OKE7NHMI0L,23,103070,79069,813,246,3,20.52,24,0.21,Bachelor's,Full-time,Divorced,No,Yes,Other,No,0
94K1GJF1HD,45,89767,141321,686,46,3,21.32,36,0.22,PhD,Part-time,Single,Yes,No,Home Improvement,Yes,0
5JHPQTMSSN,45,107829,155273,649,245,6,24.69,72,0.58,PhD,Part-time,Widowed,No,Yes,Other,No,0
BBGLBCEJT0,61,52078,130541,595,126,6,20.41,36,0.94,High School,Unemployed,Married,Yes,Yes,Home Improvement,No,1
TFBNZZJN1U,61,116288,194648,557,146,4,16.23,24,0.38,Master's,Self-employed,Widowed,Yes,Yes,Business,No,1
6IENYO5TNI,37,93524,14686,380,117,9,10.46,24,0.88,High School,Unemployed,Widowed,Yes,No,Education,Yes,0
35BZEOMUJM,47,22219,58363,567,151,4,14.98,60,0.79,High School,Self-employed,Single,Yes,No,Education,No,0
0BSZYP6TBE,79,10235,102543,718,71,9,3.9,48,0.32,High School,Unemployed,Single,No,Yes,Other,Yes,0
39UE49JHRQ,28,52929,136733,534,136,4,19.39,12,0.13,PhD,Full-time,Divorced,Yes,Yes,Other,Yes,0
W9URY56BMT,75,137309,180915,610,174,2,12.81,12,0.19,High School,Part-time,Single,No,No,Business,Yes,0
62WF5SPIU5,72,77444,100673,656,288,2,3.44,36,0.76,PhD,Self-employed,Single,No,Yes,Home Improvement,Yes,1
LH2VQ273FP,45,149639,197035,512,18,5,4.38,60,0.28,Master's,Full-time,Divorced,No,No,Education,No,1
3JDTRT2J2S,42,111834,47828,348,194,4,11.52,36,0.43,PhD,Part-time,Widowed,Yes,Yes,Home Improvement,Yes,1
03XES45YEQ,56,94555,53604,426,329,7,15.84,12,0.55,PhD,Part-time,Divorced,No,Yes,Business,Yes,1
Q8HBFRB6MO,79,83698,15526,522,174,5,13.21,24,0.75,Bachelor's,Part-time,Divorced,Yes,No,Education,No,0
ZK8NH7YKLN,50,134450,73910,578,353,6,16.62,48,0.2,High School,Unemployed,Divorced,No,No,Education,Yes,0
B1L8EFAFRD,18,146487,30592,707,140,4,13.57,60,0.47,High School,Full-time,Married,Yes,No,Auto,Yes,1
4BVNZDMWZT,74,53925,33982,804,245,2,17.56,24,0.54,High School,Full-time,Widowed,Yes,No,Business,Yes,1
102E13Y3ZI,44,147023,5207,593,92,9,7.82,48,0.59,High School,Part-time,Married,Yes,No,Business,Yes,0
PZQKL3H5V9,79,97388,93733,576,238,7,5.48,60,0.84,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,1
M3OVIRI1M8,74,18007,129982,737,204,4,16.12,60,0.25,Bachelor's,Full-time,Single,No,Yes,Home Improvement,Yes,0
3FHDFGB951,69,68596,73619,406,47,3,13.66,12,0.83,Bachelor's,Unemployed,Divorced,No,No,Auto,No,0
MZQ17CJWAQ,30,131101,165400,719,244,3,3.59,24,0.72,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,0
VPDDC1EUEH,58,98861,51479,728,319,9,11.37,60,0.6,High School,Self-employed,Married,No,Yes,Home Improvement,No,1
YA9EMOYUQN,20,96740,156175,674,316,5,5.33,72,0.73,PhD,Self-employed,Single,Yes,Yes,Education,No,1
IHYQK1L7WD,56,25524,175963,372,294,3,14.69,60,0.47,Master's,Self-employed,Single,Yes,No,Auto,Yes,1
8OHPE3P2JF,23,141149,146826,329,127,5,11.71,48,0.22,Bachelor's,Full-time,Single,No,No,Home Improvement,Yes,1
PYE3SOISVW,25,135501,86437,487,343,2,16.49,12,0.7,PhD,Part-time,Widowed,Yes,Yes,Home Improvement,Yes,1
BUOH2IE5RC,44,30611,103540,663,281,4,20.72,36,0.57,Bachelor's,Self-employed,Married,Yes,No,Home Improvement,No,0
URJR8GV7WP,26,24060,77982,750,16,2,9.59,12,0.68,High School,Unemployed,Widowed,Yes,Yes,Auto,No,1
XZYYPCOVEH,79,53303,107747,494,70,2,24.17,36,0.4,High School,Unemployed,Single,Yes,Yes,Education,Yes,0
X8O3NNMQF4,54,49711,191994,455,268,8,14.78,24,0.92,PhD,Part-time,Single,Yes,No,Home Improvement,Yes,0
J71OMMCNR5,50,83340,53231,471,324,1,16.6,24,0.63,PhD,Full-time,Single,No,Yes,Auto,No,0
79XZN6X4E1,68,112974,34301,340,281,7,17.97,60,0.18,PhD,Part-time,Divorced,No,Yes,Business,No,1
EHCKF1POJW,59,77728,198783,362,304,5,17.67,72,0.5,High School,Self-employed,Married,No,Yes,Auto,No,1
ZEF9JIFHKR,61,21246,177395,322,6,8,14.24,24,0.78,High School,Full-time,Divorced,Yes,No,Auto,No,1
Q6TMY7NJVC,41,137796,23752,659,313,1,12.43,60,0.81,Master's,Full-time,Widowed,Yes,Yes,Auto,Yes,1
FT1RK1N2A4,32,102263,103452,374,304,7,4.18,12,0.55,PhD,Self-employed,Divorced,Yes,No,Home Improvement,No,1
63WP36NCMG,76,145090,149467,417,102,5,3.49,24,0.91,Master's,Unemployed,Married,Yes,Yes,Auto,No,1
R6THASNDBT,71,21302,126237,679,308,4,10.88,12,0.34,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,Yes,1
RU36BG39IA,49,77506,61273,589,192,7,10.34,12,0.47,Master's,Part-time,Single,Yes,Yes,Home Improvement,Yes,1
VRL0G9GMHO,49,51157,96878,739,240,2,11.53,72,0.91,Bachelor's,Self-employed,Widowed,No,Yes,Business,Yes,0
RJK9BZDVWY,41,64917,9895,306,61,1,6.04,24,0.91,Bachelor's,Unemployed,Widowed,Yes,Yes,Other,No,1
M7J4Y81QMK,58,106646,124968,495,16,1,19.24,12,0.72,Master's,Self-employed,Single,No,No,Auto,No,0
I9GK3YIBX1,69,93122,120700,720,170,1,21.85,72,0.87,PhD,Part-time,Single,Yes,No,Home Improvement,No,0
9Q3N81MB6J,66,34519,81559,492,24,5,23.65,72,0.18,Bachelor's,Part-time,Single,No,Yes,Home Improvement,No,0
HSW2USH9CN,79,90910,15699,447,250,7,13.83,24,0.88,PhD,Unemployed,Married,Yes,No,Auto,Yes,0
OC6ENCWT0Q,66,130430,14715,501,252,2,18.42,72,0.39,High School,Part-time,Divorced,No,No,Education,Yes,1
7REA5ZZ0QT,75,81324,24169,743,206,8,21.82,24,0.26,Bachelor's,Part-time,Widowed,No,Yes,Education,No,1
36I8XN4AX7,69,15408,123413,718,28,4,12.2,24,0.32,High School,Self-employed,Divorced,Yes,No,Business,No,0
DANRXRR357,29,69379,152235,726,116,3,9.81,36,0.48,Master's,Full-time,Single,Yes,No,Auto,No,0
K6O510GNP6,79,35053,124264,778,281,8,23.61,12,0.33,PhD,Part-time,Single,No,No,Auto,Yes,0
X3JEFQJKMX,56,141994,10782,774,143,2,14.34,48,0.39,Master's,Part-time,Divorced,Yes,No,Other,No,1
CBW3MOUYAC,19,108723,129481,425,24,3,13.94,24,0.22,Bachelor's,Unemployed,Widowed,Yes,Yes,Education,Yes,0
ANQIDXV0HX,20,61356,40585,694,309,3,6.93,12,0.37,High School,Unemployed,Married,Yes,No,Education,No,0
5SX9G370GA,66,20789,35682,624,155,1,5.38,72,0.62,Bachelor's,Self-employed,Divorced,No,Yes,Auto,Yes,1
41XER3QE2Y,54,107720,183936,691,72,6,21.53,60,0.5,Master's,Self-employed,Single,Yes,Yes,Business,Yes,0
KBZ498GMZ9,66,76656,134992,739,119,2,16.51,24,0.41,PhD,Part-time,Single,No,No,Auto,No,1
CMOVH4JKQO,73,54028,89416,503,311,1,10.17,72,0.77,PhD,Full-time,Married,No,Yes,Business,Yes,1
SS9W3TWJDU,34,74484,191186,785,320,2,7.22,72,0.9,Bachelor's,Full-time,Divorced,Yes,No,Education,Yes,0
CT7WKENMH0,76,42154,132810,330,92,6,15.22,72,0.78,Bachelor's,Self-employed,Married,No,Yes,Other,No,0
Z3LMMBIP04,66,12336,43067,687,85,4,15.85,72,0.4,High School,Unemployed,Married,Yes,No,Home Improvement,Yes,0
L8TF4P9C9E,19,113677,178757,733,335,6,7.55,72,0.77,Master's,Part-time,Widowed,Yes,No,Education,No,1
NCYL8UBQ41,19,77779,23073,675,117,9,21.73,24,0.24,Bachelor's,Part-time,Widowed,No,Yes,Business,Yes,1
UB4DDNF5GU,45,29029,41035,643,232,8,4.85,48,0.22,High School,Full-time,Single,No,No,Auto,Yes,1
PCD17KZXHO,71,69201,95373,742,198,1,10.83,36,0.41,Bachelor's,Self-employed,Divorced,No,No,Education,Yes,0
8V2BBOUQ6N,40,42265,88362,374,205,8,17.97,72,0.83,PhD,Full-time,Widowed,No,No,Other,Yes,0
J48KLBMCQD,54,112916,95517,454,338,9,9.03,72,0.32,High School,Full-time,Single,No,No,Business,No,0
Z3M03C704T,49,56197,70450,729,146,6,21.21,36,0.16,High School,Self-employed,Divorced,Yes,Yes,Auto,No,0
A99N80IPPF,50,135733,15382,662,270,5,19.28,24,0.22,Bachelor's,Unemployed,Single,No,Yes,Home Improvement,No,0
ORS3KA1VYU,18,81907,140509,747,138,6,20.36,12,0.87,Master's,Part-time,Widowed,Yes,Yes,Business,Yes,0
DSQSTFVB30,36,138876,66929,533,180,6,5.62,60,0.67,PhD,Unemployed,Single,Yes,No,Auto,Yes,1
MG6VCWQYQN,79,74435,103864,561,29,9,6.09,60,0.33,Master's,Self-employed,Divorced,No,Yes,Home Improvement,No,1
ZUL2S8NTSZ,19,50631,148401,424,56,4,9.3,12,0.6,High School,Self-employed,Divorced,No,No,Auto,No,1
MECFGA4MTK,70,139038,30169,544,231,2,14.4,24,0.57,Master's,Part-time,Single,No,No,Home Improvement,No,0
G38VQSBY3V,61,30103,92468,841,145,9,19.46,60,0.69,High School,Unemployed,Divorced,No,No,Home Improvement,No,1
AJDQBWW6ZU,43,74772,39594,784,47,2,21.4,36,0.31,Master's,Part-time,Single,No,Yes,Home Improvement,Yes,1
OTVYSOQUPH,49,136108,196703,421,193,9,18.5,12,0.88,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,No,1
M64OQSCARY,23,24382,50033,424,223,2,23.43,48,0.38,Master's,Full-time,Single,Yes,Yes,Home Improvement,Yes,0
ZNT5W7Q0ST,49,94291,68133,848,135,8,19.25,24,0.72,High School,Full-time,Single,Yes,Yes,Business,No,0
7OPHKBO8FA,72,111195,78861,469,21,9,9.74,12,0.11,PhD,Unemployed,Single,No,No,Other,Yes,1
0UFDKS0G70,21,144828,188362,423,5,9,8.83,60,0.44,PhD,Full-time,Married,No,Yes,Other,No,0
JPP84N7C2A,72,30609,36750,334,203,9,18.32,24,0.42,PhD,Part-time,Divorced,Yes,Yes,Home Improvement,No,0
DAP6ZE4MNA,28,85683,45461,386,238,2,7.24,36,0.59,High School,Unemployed,Widowed,No,Yes,Other,Yes,0
P3K58CARA0,73,134714,83222,500,184,4,5.04,24,0.17,Master's,Part-time,Single,No,Yes,Other,Yes,0
PGBFV0NQFU,76,140330,117020,668,359,7,14.71,24,0.81,PhD,Self-employed,Married,No,No,Home Improvement,No,1
MBHRUN3AQW,34,81315,29226,376,291,2,21.08,36,0.3,PhD,Unemployed,Widowed,Yes,Yes,Home Improvement,Yes,0
JI52A30Y1A,55,87834,11721,358,334,1,5.23,72,0.71,PhD,Part-time,Single,No,Yes,Business,No,1
U51B7RKKV6,41,136205,192226,730,219,3,20.42,36,0.82,Bachelor's,Part-time,Widowed,Yes,Yes,Education,Yes,1
K1AP2645R3,22,24153,25609,799,115,4,20.85,24,0.61,High School,Unemployed,Married,No,No,Auto,No,0
QM29LL72Y2,69,86325,188202,408,312,8,13.61,36,0.77,High School,Self-employed,Widowed,No,Yes,Home Improvement,No,0
P8VHM2JPMY,51,65318,135513,577,48,6,4.26,72,0.7,High School,Unemployed,Single,Yes,Yes,Home Improvement,No,0
8NEKZOICSY,23,141886,109211,367,172,2,6.84,12,0.42,High School,Full-time,Widowed,No,Yes,Other,No,1
PS34AX48S7,39,125033,191321,368,81,9,18.56,36,0.83,High School,Full-time,Widowed,No,No,Business,No,1
W02Q5HI9ZH,28,86077,184967,464,321,2,18.66,36,0.37,Bachelor's,Self-employed,Single,No,No,Other,No,1
35UHMA4YG0,65,100474,141728,788,332,5,22.76,24,0.61,Master's,Part-time,Married,Yes,Yes,Home Improvement,No,1
JMXNIQ46CK,33,143515,129865,604,44,4,15.82,12,0.77,Bachelor's,Part-time,Married,No,Yes,Home Improvement,No,1
BI2345DF1Y,50,83319,79520,664,334,7,5.73,48,0.44,PhD,Part-time,Widowed,No,No,Other,Yes,1
VM31SO3FDI,26,135885,199812,678,19,8,5.67,48,0.37,Bachelor's,Unemployed,Divorced,No,No,Home Improvement,Yes,1
11T2YOK62P,77,119777,69309,642,220,5,18.86,60,0.51,High School,Unemployed,Widowed,No,No,Education,Yes,0
Z5QWOWFNRT,76,27368,34984,653,122,5,7.04,36,0.84,Bachelor's,Self-employed,Divorced,No,No,Auto,No,1
ZWM1XBREKS,23,101751,123947,715,233,2,10.22,36,0.94,High School,Full-time,Widowed,Yes,No,Auto,No,1
H4Z7QG764M,33,37306,10901,408,220,8,13.72,12,0.59,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,1
SE2ZRYPD6B,46,47219,167624,796,322,2,3.54,72,0.7,High School,Full-time,Widowed,No,Yes,Education,Yes,1
TB4P4A4UNV,20,70279,36055,640,338,6,8.47,48,0.91,PhD,Unemployed,Widowed,No,Yes,Home Improvement,Yes,0
IMVR6QMSSV,37,63028,173757,682,2,8,11.97,60,0.19,High School,Unemployed,Divorced,Yes,Yes,Other,Yes,1
5BQC9M3TAY,77,114263,150788,832,181,6,9.15,12,0.31,Bachelor's,Unemployed,Married,No,No,Business,Yes,1
3NR2KT728M,76,10126,119099,599,205,4,6.0,36,0.74,PhD,Full-time,Divorced,No,No,Home Improvement,Yes,0
VNDHYQ2D73,53,62329,16138,438,319,4,19.02,48,0.84,Bachelor's,Self-employed,Widowed,No,No,Education,No,0
WFI0BVTKF0,36,37632,171370,658,39,6,20.89,60,0.87,PhD,Self-employed,Single,No,No,Education,Yes,1
RVCKNHZVV8,43,119945,187184,798,58,4,8.66,24,0.47,Master's,Unemployed,Widowed,No,No,Auto,No,1
WK0GA06793,20,65176,28429,684,61,8,20.04,48,0.18,Master's,Part-time,Widowed,No,Yes,Home Improvement,No,1
HC3A1IYSP8,36,144869,55200,579,131,9,11.48,60,0.49,Master's,Full-time,Divorced,No,Yes,Auto,No,1
C4ZDG9YTCU,37,44560,184316,782,59,1,14.15,12,0.31,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,1
9JUHTRBZMU,49,86589,106268,410,330,4,21.83,24,0.36,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,1
GMF8XL8O0Y,24,32116,22347,438,121,4,19.5,60,0.8,PhD,Full-time,Divorced,Yes,Yes,Business,No,0
W2Z1W8598T,69,142717,152992,734,106,2,20.71,60,0.17,PhD,Self-employed,Married,No,No,Education,Yes,0
NY824E3GJP,58,134085,36822,808,95,6,6.01,36,0.84,PhD,Unemployed,Single,No,No,Auto,Yes,1
YGW5QPTYRB,50,127718,182731,572,346,3,4.53,72,0.48,PhD,Self-employed,Single,No,No,Auto,No,1
W6DD2UYYEH,57,29256,45108,398,234,7,22.65,48,0.64,High School,Unemployed,Divorced,No,No,Other,No,1
3JIF3PK0K0,56,110158,133955,403,61,5,11.53,36,0.18,Master's,Full-time,Married,Yes,No,Education,No,0
6O1Y3SBEPU,35,129719,12967,513,255,4,9.33,24,0.4,High School,Self-employed,Married,Yes,Yes,Other,No,1
ZQ62JT1GNV,57,78244,115719,464,48,5,18.94,72,0.18,High School,Full-time,Widowed,Yes,Yes,Business,No,0
WJ901SLO6D,18,66264,16871,819,347,8,21.4,60,0.97,High School,Unemployed,Widowed,Yes,Yes,Business,Yes,0
FODZUEE4D9,28,67545,169685,583,158,3,21.97,36,0.83,High School,Part-time,Divorced,No,No,Education,No,1
42QJKE1O14,45,49224,33179,816,123,7,9.95,72,0.51,Master's,Self-employed,Married,No,No,Business,Yes,0
V51TRFZBCF,74,107945,188260,463,316,6,21.75,48,0.3,High School,Self-employed,Divorced,No,No,Education,Yes,1
DRP6CC6ECX,42,23224,60099,363,206,1,3.9,24,0.94,PhD,Full-time,Widowed,Yes,No,Business,No,0
BYDCL9997C,67,50738,40262,390,47,7,4.09,12,0.41,Bachelor's,Full-time,Divorced,No,Yes,Home Improvement,No,1
SKZ27DWEEI,40,73731,83213,416,135,7,16.72,36,0.24,PhD,Part-time,Divorced,No,No,Auto,Yes,1
CAM95KV6KJ,48,149649,122407,566,200,1,4.39,24,0.61,Bachelor's,Self-employed,Single,Yes,Yes,Home Improvement,No,0
M3J7G8736F,47,18070,154340,439,249,9,10.14,12,0.95,PhD,Unemployed,Single,Yes,No,Education,Yes,0
NK5KMNGOKR,59,136161,91269,545,313,6,17.8,36,0.1,PhD,Unemployed,Single,Yes,Yes,Education,No,0
E07PRW3LDQ,52,18666,65545,694,356,2,10.42,24,0.31,Bachelor's,Self-employed,Widowed,Yes,No,Home Improvement,No,1
VIJFVFATT7,24,67761,44922,786,317,5,6.95,24,0.94,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,0
BLDL6IAE4X,77,46368,47913,775,294,4,9.19,72,0.25,High School,Self-employed,Single,No,Yes,Auto,Yes,0
36RD0GYKXM,33,147855,102033,816,313,7,13.07,36,0.2,PhD,Part-time,Single,No,Yes,Other,No,1
J6ID1MTMNQ,43,51914,109792,483,208,8,13.46,24,0.61,Master's,Unemployed,Single,Yes,No,Business,No,1
UJV4Q1PBFU,65,137738,191749,319,354,1,20.23,60,0.88,High School,Unemployed,Widowed,No,Yes,Other,No,0
311ABKP1DD,74,77526,185913,823,210,5,19.5,36,0.53,Master's,Full-time,Widowed,No,No,Auto,Yes,0
NDC5ER6IZR,69,29956,182404,828,191,3,13.05,24,1.0,Master's,Full-time,Divorced,No,No,Home Improvement,No,0
3413DOIOP2,77,56240,124863,446,43,1,21.6,72,0.71,High School,Self-employed,Divorced,No,Yes,Business,No,1
X0B6NHJHJW,66,131008,161104,603,28,3,5.51,12,0.17,PhD,Full-time,Divorced,Yes,No,Home Improvement,No,1
S0VNILAGRN,19,104270,173918,527,58,6,8.62,12,0.99,Master's,Part-time,Single,No,No,Other,No,0
YBQDENGOR1,18,14757,195546,401,70,7,21.22,60,0.47,PhD,Unemployed,Married,No,Yes,Education,Yes,1
4ML4CMVJAS,65,29097,49936,716,91,8,11.32,36,0.36,PhD,Unemployed,Widowed,No,No,Home Improvement,Yes,0
DGAFHACEZR,79,113892,165866,515,264,4,24.59,72,0.6,PhD,Full-time,Single,Yes,No,Other,Yes,0
ZWHYT6KCBK,29,80480,197660,706,219,3,13.26,24,0.37,High School,Self-employed,Single,No,No,Other,No,1
FI0DAAANRE,22,56163,186403,698,214,5,20.42,24,0.18,Bachelor's,Full-time,Divorced,Yes,No,Other,No,0
3OXOWX64L1,54,29816,33141,798,276,9,11.85,12,0.1,PhD,Self-employed,Divorced,Yes,Yes,Education,No,0
83ZSK3DZJ1,49,62853,145146,764,63,6,12.35,72,0.5,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes,1
7YEP77W803,76,106731,142478,381,345,9,11.42,60,0.85,Bachelor's,Unemployed,Widowed,Yes,Yes,Education,Yes,0
QWF858Y050,72,72823,102359,664,291,6,18.82,12,0.62,Master's,Part-time,Widowed,No,No,Business,Yes,0
UHBMVZ2QTY,26,11759,128279,462,244,2,15.05,12,1.0,PhD,Unemployed,Single,Yes,Yes,Education,Yes,1
2TYAWGDQIH,58,102374,159363,347,61,5,23.76,60,0.36,PhD,Part-time,Married,Yes,Yes,Education,No,0
KHXH5ONBHM,52,143554,46568,810,331,9,8.52,36,0.35,PhD,Full-time,Married,Yes,Yes,Education,Yes,0
KBNR8VFT7I,36,34442,102539,628,169,8,5.21,24,0.24,Bachelor's,Part-time,Widowed,Yes,No,Home Improvement,Yes,1
NNNYTJBH4S,65,103501,51851,415,268,7,11.65,36,0.25,High School,Part-time,Divorced,Yes,Yes,Education,No,1
D4A3XIGS1O,33,12079,59823,636,266,1,16.57,72,0.36,Bachelor's,Full-time,Married,No,Yes,Business,Yes,1
0W7H0OQ1ZG,20,143789,28312,446,53,4,21.94,48,0.81,PhD,Unemployed,Married,Yes,No,Other,No,0
9E9YL3R9RP,37,69676,179180,622,15,7,10.62,48,0.92,PhD,Unemployed,Divorced,No,No,Home Improvement,No,1
5GHMMRYNHO,41,100397,170243,742,7,7,17.38,48,0.98,PhD,Full-time,Married,No,No,Auto,No,0
6FK2H5LTJS,71,82847,177851,312,103,6,10.7,60,0.31,Bachelor's,Part-time,Single,Yes,No,Education,No,1
CNYHQ5GG3W,73,103607,103723,793,58,8,16.58,12,0.89,PhD,Part-time,Married,No,No,Other,No,0
4QQY8SSWDJ,50,74077,17411,586,312,6,22.47,36,0.4,Master's,Part-time,Divorced,No,No,Other,Yes,0
W4EBSLPL0H,41,48258,62009,413,39,3,8.09,24,0.2,PhD,Self-employed,Single,No,Yes,Home Improvement,Yes,1
RSGT7G441X,69,147717,151494,779,236,4,11.89,48,0.88,High School,Unemployed,Married,Yes,Yes,Auto,No,0
9KKSD9WWP5,28,129771,178540,321,93,3,24.85,36,0.67,Master's,Part-time,Widowed,Yes,No,Business,Yes,0
LDV6ONLRXM,66,48000,37371,648,221,1,22.11,48,0.25,PhD,Unemployed,Single,Yes,No,Other,No,1
CRQQNBBDE1,25,36737,62022,619,203,5,15.42,48,0.49,Master's,Part-time,Single,Yes,Yes,Other,Yes,0
6V2N88RHC2,53,21485,76229,425,137,1,14.37,24,0.36,PhD,Full-time,Widowed,Yes,No,Other,Yes,0
SIR7GY99KB,55,48565,104071,576,299,1,9.26,72,0.76,High School,Full-time,Widowed,Yes,No,Other,Yes,0
X5SJ997ZV1,57,129614,187268,503,206,2,14.38,72,0.51,PhD,Unemployed,Married,Yes,Yes,Home Improvement,Yes,1
HJFIHQ3WVG,37,75155,101774,493,335,4,21.66,72,0.99,Master's,Unemployed,Married,No,No,Auto,Yes,1
KDYTHU30KA,79,62487,31715,846,80,6,18.07,60,0.15,High School,Full-time,Divorced,No,No,Other,Yes,1
DRLO8J3JVF,52,139948,32605,585,217,8,9.38,12,0.42,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,Yes,1
VLPULHHMQ0,65,22342,104853,356,1,3,7.43,60,0.53,High School,Full-time,Single,No,Yes,Business,No,1
SBLJ6F4RRR,79,50806,36174,602,177,1,8.83,36,0.55,High School,Part-time,Widowed,Yes,Yes,Education,No,1
8TB6BKFY72,42,58770,146028,462,345,3,6.73,60,0.38,High School,Self-employed,Widowed,Yes,Yes,Other,No,1
TJ93JL8TXV,52,88623,81373,318,278,3,5.1,36,0.76,Master's,Full-time,Divorced,Yes,Yes,Other,Yes,1
07TELK3UR8,42,113177,74252,669,145,5,12.22,36,0.89,High School,Self-employed,Single,No,No,Other,Yes,0
BP9ZMOW6PL,46,141026,198021,563,317,4,5.49,12,0.94,PhD,Self-employed,Single,Yes,No,Other,No,0
OQ4YUMRZ4M,35,85629,198718,412,223,4,6.78,24,0.82,High School,Self-employed,Divorced,Yes,No,Other,No,0
2K8R0EGLDR,63,130993,75017,787,61,9,15.04,12,0.87,High School,Unemployed,Divorced,Yes,No,Business,Yes,0
XQG6Z4Z0NX,35,136944,68037,626,293,7,6.62,72,0.6,PhD,Full-time,Divorced,Yes,No,Auto,No,1
THX2PASBPV,19,115947,94818,841,238,4,4.41,72,0.84,PhD,Unemployed,Married,No,Yes,Auto,No,0
34XHE9GHYD,71,36399,11548,364,194,3,9.98,60,0.37,Bachelor's,Unemployed,Single,Yes,No,Education,No,0
7XIU8GCNJQ,52,138177,121981,591,165,6,7.85,36,0.46,High School,Part-time,Single,No,No,Business,No,0
NKMS9EZHQQ,33,119575,159249,324,221,3,14.34,48,0.39,Master's,Part-time,Single,No,No,Other,Yes,0
V8YYVKIW7I,78,120904,29022,848,60,6,5.25,48,0.52,High School,Self-employed,Divorced,Yes,No,Auto,No,0
QTJ2AXTAC3,58,40678,111297,300,128,9,19.54,36,0.36,High School,Self-employed,Divorced,Yes,No,Home Improvement,No,1
68Y3HAQPWR,53,86218,141614,848,172,6,22.94,12,0.97,PhD,Part-time,Divorced,No,Yes,Home Improvement,No,1
4CYIOPIZS1,50,73230,65428,440,155,4,19.36,24,0.38,Bachelor's,Part-time,Divorced,No,No,Home Improvement,No,0
OE5877KO6I,21,84055,158812,487,109,5,14.72,12,0.19,High School,Full-time,Widowed,No,No,Other,Yes,0
8JJI6NLXMT,50,82258,64353,427,268,6,21.93,36,0.57,Master's,Self-employed,Divorced,No,No,Other,No,0
A5KU70KKMM,31,49986,118132,500,355,3,18.29,36,0.15,High School,Self-employed,Married,Yes,No,Education,No,0
TQAUHPIRQW,38,95595,192604,426,277,8,3.23,24,0.2,Master's,Part-time,Widowed,No,No,Education,No,1
5KHLXVKU6P,65,111358,21052,556,73,4,11.67,60,0.3,PhD,Full-time,Widowed,No,No,Education,No,0
1B9LNFSK0B,37,74929,105689,846,206,8,21.72,60,0.52,Bachelor's,Part-time,Divorced,No,Yes,Home Improvement,No,1
51M4ME5YFA,73,83506,183148,493,278,3,10.61,24,0.49,High School,Part-time,Single,No,No,Other,Yes,0
5NP1I7GYKO,25,44911,189492,403,325,7,3.77,60,0.82,Bachelor's,Unemployed,Divorced,Yes,Yes,Home Improvement,No,1
827MPDQ5C6,24,97127,136743,834,339,9,19.42,48,0.77,High School,Self-employed,Single,Yes,Yes,Education,No,1
9LZRCGTUV3,20,123453,5163,564,356,4,20.64,60,0.48,Master's,Full-time,Divorced,Yes,No,Other,Yes,1
MNZ5805P3V,34,94458,46424,683,339,8,6.53,60,0.4,Bachelor's,Unemployed,Divorced,No,No,Business,No,0
N1L1QI7R91,50,22175,189816,559,203,3,14.82,60,0.38,High School,Self-employed,Single,No,No,Auto,Yes,0
BPR5V7EI8B,65,129235,146706,713,160,7,7.22,48,0.8,PhD,Part-time,Single,Yes,Yes,Auto,No,1
5MTLRUJOL2,29,64771,140870,657,27,3,18.82,60,0.15,Master's,Full-time,Single,Yes,No,Education,Yes,0
HGMDW9GACZ,76,137157,27420,374,256,7,8.97,72,0.11,Bachelor's,Self-employed,Single,No,No,Home Improvement,Yes,0
JI2MST4Y1V,68,131300,125575,654,164,6,9.96,48,0.82,High School,Part-time,Married,Yes,No,Business,No,1
G7W7W04NDL,39,96925,34300,487,62,2,21.59,24,0.53,Bachelor's,Unemployed,Single,No,Yes,Other,Yes,0
YTRRG5M0C8,72,76358,94881,589,21,3,13.48,12,0.22,High School,Full-time,Divorced,No,Yes,Home Improvement,No,1
N3ZC7FA3J9,39,57057,15749,344,69,6,17.73,24,0.31,Master's,Self-employed,Divorced,No,No,Education,Yes,0
XCXEUG6X83,63,16150,109131,382,95,4,11.85,12,0.94,PhD,Unemployed,Married,No,Yes,Home Improvement,Yes,0
